source,delta,compliance
ROOT_2GB,0.25518744044134717,90.55505367125788
ROOT_2GB,0.25294215454902197,91.51801326501067
ROOT_2GB,0.2219855650123018,95.20530558442952
ROOT_2GB,0.2333590186848858,99.91684061283017
ROOT_2GB,0.24563666955409033,94.65119416056298
ROOT_2GB,0.2518261944764718,91.99662690694397
ROOT_2GB,0.24759050588075626,93.81323163569394
ROOT_2GB,0.23531498038247875,99.07796655757141
ROOT_2GB,0.24278069199391647,95.8760675722353
ROOT_2GB,0.22575835344225278,96.82338140552616
ROOT_2GB,0.22477235921857613,96.40050759675209
ROOT_2GB,0.2507139460113875,92.47364871238565
ROOT_2GB,0.21094022992329395,90.46817548151881
ROOT_2GB,0.21712811127946066,93.1220378414493
ROOT_2GB,0.21603985512080662,92.65530587113828
ROOT_2GB,0.21088896299123108,90.44618808818021
ROOT_2GB,0.23475992959110542,99.31601708218389
ROOT_2GB,0.2544062068020768,90.8901096347186
ROOT_2GB,0.25638679162340183,90.04067519901697
ROOT_2GB,0.22419856674367958,96.15441912738902
ROOT_2GB,0.21517637668820125,92.28497671015342
ROOT_2GB,0.2159769568444129,92.62833001969287
ROOT_2GB,0.22852009012761457,98.00783673287606
ROOT_2GB,0.2500677413602279,92.75079336041861
ROOT_2GB,0.23512570163220256,99.15914454434585
ROOT_2GB,0.21353044380444844,91.57906800315949
ROOT_2GB,0.22431588401501193,96.20473423083689
ROOT_2GB,0.22205681945371555,95.23586523306554
ROOT_2GB,0.24121749906556295,96.54649071629456
ROOT_2GB,0.21882598464557243,93.85022281444687
ROOT_2GB,0.22504397636541765,96.51699892566162
ROOT_2GB,0.2562888809672106,90.08266718143322
ROOT_2GB,0.23114203111229045,99.1323363941787
ROOT_2GB,0.23166779426576473,99.35782601864494
ROOT_2GB,0.24530326107159203,94.7941865954942
ROOT_2GB,0.2390667717420652,97.46889597292031
ROOT_2GB,0.2539468484623991,91.08711952182252
ROOT_2GB,0.24490922010802596,94.96318312617859
ROOT_2GB,0.23632834145947018,98.64335563592437
ROOT_2GB,0.2398128106002532,97.1489343688056
ROOT_2GB,0.25263357363551997,91.65035763688842
ROOT_2GB,0.24597651400565937,94.5054414632603
ROOT_2GB,0.2508651349647414,92.40880670113035
ROOT_2GB,0.23186828999468712,99.44381475011662
ROOT_2GB,0.2256136820565113,96.76133465267502
ROOT_2GB,0.21075315039407827,90.38794069802476
ROOT_2GB,0.2216076733383207,95.04323517098986
ROOT_2GB,0.24788001776027171,93.68906560283472
ROOT_2GB,0.21694866457643056,93.04507662914186
ROOT_2GB,0.22271020426153176,95.51608931109926
ROOT_2GB,0.25023640573034134,92.67845648168074
ROOT_2GB,0.240781395451886,96.7335271022158
ROOT_2GB,0.24969537082932883,92.91049586261923
ROOT_2GB,0.23586204220474408,98.84334234694106
ROOT_2GB,0.22078145660523782,94.6888868306022
ROOT_2GB,0.21507890209425318,92.24317174638006
ROOT_2GB,0.252355667610418,91.76954614377227
ROOT_2GB,0.2532644974307622,91.37976665173497
ROOT_2GB,0.21553677556902484,92.43954480371028
ROOT_2GB,0.23400130162064722,99.641377912508
ROOT_2GB,0.21472339872127622,92.09070324123789
ROOT_2GB,0.2103244716201351,90.20408868193283
ROOT_2GB,0.22278410626777267,95.5477844489659
ROOT_2GB,0.24506796628221528,94.89509996940568
ROOT_2GB,0.23919751324547744,97.41282347656569
ROOT_2GB,0.23593593907268035,98.81164941279367
ROOT_2GB,0.22983620321357617,98.57229212224202
ROOT_2GB,0.23779331067739068,98.01505873717704
ROOT_2GB,0.21989090224642524,94.3069453297411
ROOT_2GB,0.244195945015238,95.26909298644755
ROOT_2GB,0.23874467966150742,97.60703502243071
ROOT_2GB,0.24336808620391578,95.62414558235992
ROOT_2GB,0.2419732312387141,96.22237183729965
ROOT_2GB,0.21665601204276927,92.9195636306019
ROOT_2GB,0.2518081938774008,92.00434701493913
ROOT_2GB,0.2378233786562166,98.00216316393437
ROOT_2GB,0.22410832945712614,96.11571810446011
ROOT_2GB,0.2556161998472357,90.37116707368764
ROOT_2GB,0.22863090514284956,98.05536314473174
ROOT_2GB,0.23527824148974377,99.09372315647221
ROOT_2GB,0.23900755667420306,97.49429216762651
ROOT_2GB,0.22861904074463987,98.05027473433412
ROOT_2GB,0.2250540244948612,96.5213083735943
ROOT_2GB,0.23300693182972848,99.93215616029039
ROOT_2GB,0.21086771761491052,90.4370763581236
ROOT_2GB,0.24239316394894614,96.04227083838863
ROOT_2GB,0.2323902318421803,99.66766549052461
ROOT_2GB,0.21230728345703243,91.05447824144213
ROOT_2GB,0.2178155643893433,93.41687315381618
ROOT_2GB,0.24025853002677078,96.9577739471621
ROOT_2GB,0.2552447949117241,90.53045545074492
ROOT_2GB,0.2306732833410917,98.93129956191204
ROOT_2GB,0.22049967585128358,94.56803652762625
ROOT_2GB,0.2250547718177141,96.52162888587887
ROOT_2GB,0.2271484497350084,97.4195667581019
ROOT_2GB,0.2226901605932989,95.50749297034604
ROOT_2GB,0.22246575515934666,95.41124982988308
ROOT_2GB,0.2348835022220309,99.26301917626836
ROOT_2GB,0.25341063874880787,91.31708947341357
ROOT_2GB,0.24753416889172594,93.8373934781815
ROOT_2GB,0.21515094391779674,92.27406908794795
ROOT_2GB,0.212493391867473,91.13429653091896
ROOT_2GB,0.21535305119803402,92.36074898253823
ROOT_2GB,0.21641154398159923,92.8147160182446
ROOT_2GB,0.21160878595903615,90.75490620511171
ROOT_2GB,0.21047939495505896,90.27053229705153
ROOT_2GB,0.23099388738267654,99.06880042035299
ROOT_2GB,0.23369897580448845,99.77103959439198
ROOT_2GB,0.2334471814491248,99.87902931230674
ROOT_2GB,0.21218395569392975,91.00158535458895
ROOT_2GB,0.22811447516567246,97.83387633865324
ROOT_2GB,0.23687075219743509,98.41072618518795
ROOT_2GB,0.21740392739772382,93.2403300278034
ROOT_2GB,0.24335233229535785,95.6309021283467
ROOT_2GB,0.23749586549082768,98.14262721163968
ROOT_2GB,0.22338661522299583,95.80618886006441
ROOT_2GB,0.21208567677557405,90.95943543166922
ROOT_2GB,0.23609889733044132,98.74175977502927
ROOT_2GB,0.24065709623074688,96.78683662858883
ROOT_2GB,0.21513853794956606,92.26874840866681
ROOT_2GB,0.23105899933027482,99.09672567246542
ROOT_2GB,0.218286678251047,93.61892475643312
ROOT_2GB,0.2398939060425965,97.11415410564132
ROOT_2GB,0.25462179576696503,90.79764770692759
ROOT_2GB,0.2558602377565124,90.2665039451388
ROOT_2GB,0.23512358658958418,99.1600516451242
ROOT_2GB,0.23058901859648437,98.8951600464445
ROOT_2GB,0.22590636377925494,96.88686016984656
ROOT_2GB,0.23052294279389704,98.86682141561184
ROOT_2GB,0.24353022987211828,95.55460530626611
ROOT_2GB,0.21118747794302387,90.57421536421222
ROOT_2GB,0.24751464100717532,93.845768609312
ROOT_2GB,0.24469556914134544,95.05481388410692
ROOT_2GB,0.22248550007772597,95.41971804261546
ROOT_2GB,0.21754611366962956,93.30131096350497
ROOT_2GB,0.2535869143032971,91.24148830524175
ROOT_2GB,0.2164555583788891,92.8335929400114
ROOT_2GB,0.23859676967246649,97.6704707494558
ROOT_2GB,0.24971034230446953,92.90407488715742
ROOT_2GB,0.2507003641069189,92.4794737279234
ROOT_2GB,0.22925553109024785,98.32325310503039
ROOT_2GB,0.21933577864518883,94.06886357838978
ROOT_2GB,0.2524325649215157,91.73656637771734
ROOT_2GB,0.23392376429872264,99.67463216679981
ROOT_2GB,0.23757353182226493,98.10931762766879
ROOT_2GB,0.24099949786282943,96.63998720613553
ROOT_2GB,0.23466062420897862,99.35860723551679
ROOT_2GB,0.24439766842254482,95.18257772751568
ROOT_2GB,0.2100239414692239,90.0751971260641
ROOT_2GB,0.24087045022525694,96.69533323626753
ROOT_2GB,0.2533948749387595,91.32385026595766
ROOT_2GB,0.24952815731709088,92.98221049653958
ROOT_2GB,0.22474490210862152,96.38873177455596
ROOT_2GB,0.24647477002431625,94.29174911568408
ROOT_2GB,0.23109533422386086,99.11230900396288
ROOT_2GB,0.22172832292825287,95.0949794412873
ROOT_2GB,0.2099255041682548,90.03297927591177
ROOT_2GB,0.22456390958067513,96.31110758790814
ROOT_2GB,0.2491467023651638,93.14580913081518
ROOT_2GB,0.2257543673794046,96.82167186044147
ROOT_2GB,0.2307453091259855,98.96219002481396
ROOT_2GB,0.25515279897942056,90.56991072274423
ROOT_2GB,0.23163075560048846,99.34194085311235
ROOT_2GB,0.24012423627270751,97.01536993495961
ROOT_2GB,0.23266359348743104,99.7849050009843
ROOT_2GB,0.23193397679520286,99.4719865455017
ROOT_2GB,0.213674275563407,91.64075465635983
ROOT_2GB,0.21396829956115837,91.76685584926183
ROOT_2GB,0.24270821920519495,95.90714974641364
ROOT_2GB,0.21069786964684972,90.36423185717045
ROOT_2GB,0.21177992948336485,90.82830634503345
ROOT_2GB,0.2263599104827306,97.08137755884354
ROOT_2GB,0.2169183444317109,93.03207290683568
ROOT_2GB,0.23180641286295298,99.41727684782053
ROOT_2GB,0.23145306435985544,99.26573252459691
ROOT_2GB,0.24387853520513245,95.40522390092805
ROOT_2GB,0.22762455642168175,97.62375968656107
ROOT_2GB,0.21752133592917297,93.29068427094626
ROOT_2GB,0.2495995152169644,92.95160647657575
ROOT_2GB,0.25578612686886293,90.29828866819234
ROOT_2GB,0.22957316854926957,98.459481653718
ROOT_2GB,0.2446120621134532,95.0906284295639
ROOT_2GB,0.24336850813324137,95.6239646250514
ROOT_2GB,0.24332557605956823,95.64237735920011
ROOT_2GB,0.2177423121243665,93.38545667738232
ROOT_2GB,0.23684388350238741,98.42224964763709
ROOT_2GB,0.211252042997496,90.60190606446453
ROOT_2GB,0.21399396562216474,91.77786352528403
ROOT_2GB,0.2114095941970356,90.66947671977505
ROOT_2GB,0.23872316030095728,97.61626425901213
ROOT_2GB,0.21986822683783058,94.29722028656369
ROOT_2GB,0.23954213161460763,97.26502333856469
ROOT_2GB,0.22253683050120338,95.44173266619097
ROOT_2GB,0.24748033993912216,93.86047967246466
ROOT_2GB,0.24095576382980957,96.65874388510187
ROOT_2GB,0.232586570887085,99.75187150079952
ROOT_2GB,0.22586260599582564,96.86809330479002
ROOT_2GB,0.2511748812664781,92.2759625168301
ROOT_2GB,0.21572560988340453,92.52053218054421
ROOT_2GB,0.2511603106388814,92.28221157655082
ROOT_2GB,0.21527819596672265,92.32864502491739
ROOT_2GB,0.232304298492617,99.6308103427378
ROOT_2GB,0.21018619594513838,90.14478492543755
ROOT_2GB,0.24842571961510582,93.45502465587228
ROOT_2GB,0.24710630486880697,94.0208960633533
ROOT_2GB,0.23918902761155583,97.41646280045839
ROOT_2GB,0.2310719498549721,99.10227990145872
ROOT_2GB,0.22154251500841107,95.0152900264032
ROOT_2GB,0.2342879397125185,99.51844439146022
ROOT_2GB,0.23854658818725594,97.69199261568113
ROOT_2GB,0.24148224968572465,96.43294430756853
ROOT_2GB,0.21633103201609036,92.78018599698375
ROOT_2GB,0.22491204464135944,96.4604159667447
ROOT_2GB,0.23004779528194355,98.66303985859615
ROOT_2GB,0.2330757168177499,99.96165670823746
ROOT_2GB,0.23340931302069587,99.89527034717034
ROOT_2GB,0.22751517493945653,97.57684808922387
ROOT_2GB,0.2272706093252516,97.47195863826099
ROOT_2GB,0.23018035870337486,98.71989374027078
ROOT_2GB,0.24691243270986768,94.1040440740589
ROOT_2GB,0.2194389878160516,94.11312799103553
ROOT_2GB,0.22366228583024228,95.92441863956422
ROOT_2GB,0.24936772438016683,93.05101707315106
ROOT_2GB,0.2505508983050195,92.54357671292367
ROOT_2GB,0.24054360196348773,96.83551211969966
ROOT_2GB,0.25501467588612803,90.6291490399044
ROOT_2GB,0.21326665282915372,91.46593316751395
ROOT_2GB,0.23994010629609627,97.0943397125195
ROOT_2GB,0.22546701296368749,96.69843112198234
ROOT_2GB,0.22114982201202743,94.84687161271268
ROOT_2GB,0.2468428995290901,94.13386550737516
ROOT_2GB,0.24865165420160856,93.35812569152343
ROOT_2GB,0.2208352434579764,94.7119549690693
ROOT_2GB,0.24040357013148136,96.8955690578928
ROOT_2GB,0.2336968602672635,99.7719469072975
ROOT_2GB,0.24607278728700743,94.46415171917334
ROOT_2GB,0.22645245735678363,97.12106911907905
ROOT_2GB,0.2218669200145046,95.1544210448392
ROOT_2GB,0.21733222403049465,93.20957784358768
ROOT_2GB,0.24175121719434783,96.31758935712689
ROOT_2GB,0.23950347832105923,97.2816009868632
ROOT_2GB,0.24232216543872223,96.07272072309863
ROOT_2GB,0.2125859035832305,91.17397301244307
ROOT_2GB,0.22557350612891103,96.74410397614834
ROOT_2GB,0.22915260510729868,98.2791101461911
ROOT_2GB,0.2489114778596176,93.24669236135422
ROOT_2GB,0.23447592219889687,99.43782234714314
ROOT_2GB,0.24404262443202404,95.33484921242764
ROOT_2GB,0.234086166087224,99.60498118791354
ROOT_2GB,0.2133108357930137,91.48488238421496
ROOT_2GB,0.24216584592972537,96.13976313021203
ROOT_2GB,0.23996529054058166,97.08353867826301
ROOT_2GB,0.22577445112815317,96.8302853909509
ROOT_2GB,0.23383717411404326,99.71176901843498
ROOT_2GB,0.22757932911686618,97.60436257226903
ROOT_2GB,0.21487079537723563,92.15391880965542
ROOT_2GB,0.23043805426915037,98.83041437293467
ROOT_2GB,0.2541061125499263,91.01881424205888
ROOT_2GB,0.2289816777046392,98.20580269666372
ROOT_2GB,0.2496618788507426,92.92485992298394
ROOT_2GB,0.2187735572631412,93.8277377264409
ROOT_2GB,0.215117150436428,92.25957571888455
ROOT_2GB,0.21994897109645054,94.33184993383682
ROOT_2GB,0.22735894938619602,97.50984597790442
ROOT_2GB,0.233284966423249,99.94860019232337
ROOT_2GB,0.24853477149494246,93.4082544186101
ROOT_2GB,0.23193053087657292,99.47050865780136
ROOT_2GB,0.25110664950592926,92.30522579623862
ROOT_2GB,0.21717503311998923,93.14216170925963
ROOT_2GB,0.22240295931645207,95.38431791017973
ROOT_2GB,0.2236929744973957,95.93758041399832
ROOT_2GB,0.23860855699565411,97.66541539504104
ROOT_2GB,0.21599596079511188,92.63648044575102
ROOT_2GB,0.2509779371600934,92.36042802624448
ROOT_2GB,0.2128269632259524,91.27735882020107
ROOT_2GB,0.21842945104791253,93.68015724132003
ROOT_2GB,0.23170913040154661,99.3755542859698
ROOT_2GB,0.23268118417372857,99.79244930533716
ROOT_2GB,0.21430344379796387,91.91059271556735
ROOT_2GB,0.25360171011485544,91.23514266848514
ROOT_2GB,0.2502946545876352,92.65347467595701
ROOT_2GB,0.21307847196101823,91.38522604110693
ROOT_2GB,0.21656584348886976,92.88089208577584
ROOT_2GB,0.25579149072264606,90.29598821528448
ROOT_2GB,0.25121268804028357,92.25974792443932
ROOT_2GB,0.248436162017715,93.45054611182195
ROOT_2GB,0.24166262523712773,96.35558473019991
ROOT_2GB,0.23704498431384793,98.3360014079945
ROOT_2GB,0.24627351550574042,94.37806327732878
ROOT_2GB,0.23502795299709972,99.20106703905812
ROOT_2GB,0.23986664285357506,97.12584675890842
ROOT_2GB,0.24741758096404762,93.88739578027467
ROOT_2GB,0.24306432754204332,95.7544217839944
ROOT_2GB,0.22790514632496808,97.74409925677051
ROOT_2GB,0.21158577477167465,90.74503715293035
ROOT_2GB,0.21047766966547543,90.26979235379436
ROOT_2GB,0.23629793150496725,98.6563978759056
ROOT_2GB,0.22975700159498477,98.53832408337266
ROOT_2GB,0.2369471595285365,98.37795656205503
ROOT_2GB,0.23398838906139904,99.64691585885615
ROOT_2GB,0.2122349061411201,91.02343701370089
ROOT_2GB,0.21128885820809276,90.61769539461682
ROOT_2GB,0.23595615429435574,98.80297949609455
ROOT_2GB,0.21347917029865782,91.55707779047647
ROOT_2GB,0.25447043835273786,90.86256196778581
ROOT_2GB,0.21805443419663542,93.51931978360889
ROOT_2GB,0.2201927662036711,94.43640892929056
ROOT_2GB,0.21357165287691016,91.59674177548946
ROOT_2GB,0.22083982658240886,94.7139205822933
ROOT_2GB,0.22751839110061864,97.57822743840015
ROOT_2GB,0.24740054832692127,93.89470074815596
ROOT_2GB,0.23136547480685637,99.22816706326245
ROOT_2GB,0.22973378092942598,98.5283651900533
ROOT_2GB,0.23675858153252222,98.45883400891084
ROOT_2GB,0.21656581197444125,92.88087856984836
ROOT_2GB,0.2311870978799387,99.15166465719174
ROOT_2GB,0.2397564329344623,97.17311365676723
ROOT_2GB,0.23826970826404195,97.81074104735652
ROOT_2GB,0.22067423316245466,94.64290077454753
ROOT_2GB,0.24084792700331048,96.70499300954171
ROOT_2GB,0.21113327401958404,90.55096835220638
ROOT_2GB,0.23555688574320693,98.974218037755
ROOT_2GB,0.22682247773252046,97.27976368528897
ROOT_2GB,0.25082021839254287,92.42807054822657
ROOT_2GB,0.24809874493331394,93.59525775840144
ROOT_2GB,0.2501218586182752,92.7275835175196
ROOT_2GB,0.22592493247579917,96.89482392383525
ROOT_2GB,0.21220936098557183,91.0124811916859
ROOT_2GB,0.21060595462212503,90.32481128486329
ROOT_2GB,0.2531996586964343,91.40757472797205
ROOT_2GB,0.21912780736146714,93.97966872638031
ROOT_2GB,0.24237362350426864,96.05065135631409
ROOT_2GB,0.25328392950296286,91.371432612664
ROOT_2GB,0.2522103988067858,91.83184911757564
ROOT_2GB,0.24826952572820982,93.52201318610184
ROOT_2GB,0.23431135244473386,99.50840312447511
ROOT_2GB,0.22802147082452934,97.7939885796509
ROOT_2GB,0.2507819905158336,92.44446574348959
ROOT_2GB,0.23333910130258903,99.92538279199348
ROOT_2GB,0.23939593335308995,97.32772493883736
ROOT_2GB,0.2514374156211361,92.16336662141572
ROOT_2GB,0.24357690446284688,95.53458747910199
ROOT_2GB,0.24105381751585025,96.61669055995586
ROOT_2GB,0.23831222817894746,97.79250508011343
ROOT_2GB,0.25520457717044137,90.54770406034943
ROOT_2GB,0.23288645152038195,99.88048449115458
ROOT_2GB,0.22537695141196737,96.65980546831678
ROOT_2GB,0.2521939170493327,91.83891782384403
ROOT_2GB,0.2410848991863603,96.60336023400056
ROOT_2GB,0.23064858766866192,98.92070806673911
ROOT_2GB,0.24576006416706211,94.59827260309685
ROOT_2GB,0.25043961542961407,92.59130378093685
ROOT_2GB,0.22146864542539868,94.98360879423075
ROOT_2GB,0.23525136912038766,99.105248194761
ROOT_2GB,0.23581264462491794,98.86452801134324
ROOT_2GB,0.25470699289812715,90.76110830894126
ROOT_2GB,0.24123692930766172,96.53815746211882
ROOT_2GB,0.2517762730181011,92.01803725269838
ROOT_2GB,0.2538027712290358,91.14891145423648
ROOT_2GB,0.2352265891624417,99.11587583835794
ROOT_2GB,0.24489340653342848,94.96996526177308
ROOT_2GB,0.2504824324690893,92.57294038272565
ROOT_2GB,0.22171846938723286,95.09075344855734
ROOT_2GB,0.25015776392429273,92.71218442780261
ROOT_2GB,0.22697289573822788,97.34427505204376
ROOT_2GB,0.23156275706937451,99.31277760128724
ROOT_2GB,0.2378045498152651,98.01023848881638
ROOT_2GB,0.21592384366053596,92.60555080474127
ROOT_2GB,0.22352517141854722,95.86561292638763
ROOT_2GB,0.24581205005536547,94.57597686336385
ROOT_2GB,0.24132677824976512,96.49962299259636
ROOT_2GB,0.2153786674369361,92.3717352908257
ROOT_2GB,0.21495336771077156,92.18933248282228
ROOT_2GB,0.21364003584876717,91.62606990649681
ROOT_2GB,0.25367591386452104,91.20331811871303
ROOT_2GB,0.23127651767379254,99.1900150733491
ROOT_2GB,0.23938450342106152,97.33262701511207
ROOT_2GB,0.25564625810088476,90.35827567138483
ROOT_2GB,0.21621071916148013,92.72858614593818
ROOT_2GB,0.24184041691755084,96.27933332500554
ROOT_2GB,0.24154187951176256,96.40737023112095
ROOT_2GB,0.23827040528334628,97.81044210928879
ROOT_2GB,0.22616433535533817,96.9974991779809
ROOT_2GB,0.2199245292672956,94.32136730712364
ROOT_2GB,0.2135422450201883,91.5841293158206
ROOT_2GB,0.21493326570103932,92.18071112053094
ROOT_2GB,0.21798671727960883,93.49027731060667
ROOT_2GB,0.23955452635154664,97.25970747616684
ROOT_2GB,0.22302377537934157,95.65057388486818
ROOT_2GB,0.24133003671484177,96.4982255000912
ROOT_2GB,0.23733040533558566,98.21358986473378
ROOT_2GB,0.22574348410642894,96.81700423563736
ROOT_2GB,0.22575405400366919,96.82153745966343
ROOT_2GB,0.22569921353844913,96.79801744722758
ROOT_2GB,0.245966468069867,94.50974997037851
ROOT_2GB,0.250185945546321,92.70009787642294
ROOT_2GB,0.25189088352486466,91.96888302810272
ROOT_2GB,0.24172686282271685,96.32803447500345
ROOT_2GB,0.22054287585124577,94.58656417016653
ROOT_2GB,0.25423340228611724,90.96422214175206
ROOT_2GB,0.22727544521626122,97.47403265816997
ROOT_2GB,0.24544076183062555,94.7352151854336
ROOT_2GB,0.24709349328279664,94.02639070423714
ROOT_2GB,0.2444080561405582,95.17812263662842
ROOT_2GB,0.2385821517195428,97.67674010609186
ROOT_2GB,0.2257365932337778,96.81404887393869
ROOT_2GB,0.22357479636124505,95.88689610231799
ROOT_2GB,0.24820650543189873,93.54904136952442
ROOT_2GB,0.23089084844375554,99.02460901688707
ROOT_2GB,0.21554636978404776,92.44365957654719
ROOT_2GB,0.21119228238871016,90.57627589783162
ROOT_2GB,0.21433349378727498,91.92348057345583
ROOT_2GB,0.24289068702749272,95.82889283461749
ROOT_2GB,0.21030266081676197,90.19473445117433
ROOT_2GB,0.2512578723324623,92.24036925743341
ROOT_2GB,0.21707422810826404,93.0989283938627
ROOT_2GB,0.2546351890794777,90.79190357482385
ROOT_2GB,0.23619419986115492,98.70088636707115
ROOT_2GB,0.22871006339379057,98.08931258405656
ROOT_2GB,0.21228118412635363,91.04328474445647
ROOT_2GB,0.23698310264027714,98.36254125819627
ROOT_2GB,0.24991765913222233,92.81516071862622
ROOT_2GB,0.21348064299395042,91.55770940093888
ROOT_2GB,0.25509895220325945,90.59300456120562
ROOT_2GB,0.25372762266510546,91.18114121653124
ROOT_2GB,0.23115178114296414,99.13651799332771
ROOT_2GB,0.21999991021339765,94.35369673362707
ROOT_2GB,0.23300061530380808,99.92944712477066
ROOT_2GB,0.21712652595419002,93.12135792617266
ROOT_2GB,0.22136254952843065,94.9381063207184
ROOT_2GB,0.2555278656792056,90.40905188597436
ROOT_2GB,0.21601737947225416,92.64566650117057
ROOT_2GB,0.24287504369487117,95.8356019567287
ROOT_2GB,0.24676742143757413,94.16623659766343
ROOT_2GB,0.21117612591112395,90.56934669779251
ROOT_2GB,0.24470045679221727,95.0527176653964
ROOT_2GB,0.2185295083231407,93.72306986702843
ROOT_2GB,0.22148853197133112,94.99213774827517
ROOT_2GB,0.23661098180584764,98.52213667042153
ROOT_2GB,0.2147502475795905,92.1022181960966
ROOT_2GB,0.21038208960920263,90.2287999205038
ROOT_2GB,0.21522940888809855,92.30772119264603
ROOT_2GB,0.24249105567184592,96.00028697609406
ROOT_2GB,0.21606859934531308,92.66763371181464
